input_text,target_text
Log: su(pam_unix)[945]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[945]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: cups: cupsd shutdown succeeded,The CUPS printing service was shut down successfully.
Log: cups: cupsd startup succeeded,The CUPS printing service was started successfully.
Log: syslogd 1.4.1: restart.,The system logging service was restarted.
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[1546]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[1546]: session closed for user news,"A session was closed for user ""news""."
Log: su(pam_unix)[7031]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[7031]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[8269]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[8269]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[8660]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Failed root SSH login from troi.bluesky-technologies.com due to an authentication failure.
Log: sshd(pam_unix)[8664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Failed root SSH login from troi.bluesky-technologies.com due to an authentication failure.
Log: sshd(pam_unix)[8663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Failed root SSH login from troi.bluesky-technologies.com due to an authentication failure.
Log: sshd(pam_unix)[8662]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Failed root SSH login from troi.bluesky-technologies.com due to an authentication failure.
Log: sshd(pam_unix)[8661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Failed root SSH login from troi.bluesky-technologies.com due to an authentication failure.
Log: su(pam_unix)[10735]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[10735]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[11106]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[11106]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[11513]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11517]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11521]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11519]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11514]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11512]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11509]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[11515]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed root SSH login from 61.53.154.93 due to an authentication failure.
Log: sshd(pam_unix)[12665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12679]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12681]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed root SSH login from 62-192-102-94.dsl.easynet.nl due to an authentication failure.
Log: sshd(pam_unix)[12756]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[12756]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Failed SSH login from 211.115.206.155 due to an authentication failure.
Log: sshd(pam_unix)[12753]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[12753]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Failed SSH login from 211.115.206.155 due to an authentication failure.
Log: sshd(pam_unix)[12752]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[12752]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Failed SSH login from 211.115.206.155 due to an authentication failure.
Log: sshd(pam_unix)[12755]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[12755]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Failed SSH login from 211.115.206.155 due to an authentication failure.
Log: sshd(pam_unix)[12754]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[12754]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Failed SSH login from 211.115.206.155 due to an authentication failure.
Log: ftpd[13262]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13257]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13261]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13250]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13252]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13260]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13259]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13256]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13258]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13255]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13254]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13264]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13251]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13263]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13245]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13246]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13244]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13243]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13249]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13253]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13247]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13248]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: ftpd[13265]: connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,A successful connection to the FTP service was established from the IP address 61.74.96.178.
Log: su(pam_unix)[13665]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[13665]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[14891]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[14891]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[15481]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15477]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15479]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15478]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15480]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15476]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15490]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15491]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: sshd(pam_unix)[15492]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed root SSH login from csnsu.nsuok.edu due to an authentication failure.
Log: ftpd[15547]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15543]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15546]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15542]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15544]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15545]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15548]: connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15549]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15550]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15551]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15552]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15553]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15554]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15555]: connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15556]: connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15557]: connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15558]: connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15559]: connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15560]: connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15561]: connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15562]: connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15563]: connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: ftpd[15564]: connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,A successful connection to the FTP service was established from the IP address 208.62.55.75.
Log: sshd(pam_unix)[15692]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15698]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15700]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15706]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15708]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15710]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15712]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15714]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: sshd(pam_unix)[15716]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed root SSH login from h64-187-1-131.gtconnect.net due to an authentication failure.
Log: ftpd[15917]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15922]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15918]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15919]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15923]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15920]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: ftpd[15921]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,A successful connection to the FTP service was established from the IP address 210.223.97.117.
Log: su(pam_unix)[17407]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[17407]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[17778]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[17778]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[18559]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18559]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18557]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18557]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18550]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18547]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18549]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18549]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18545]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18545]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18548]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[18546]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[18546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,Failed SSH login from biblioteka.wsi.edu.pl due to an authentication failure.
Log: sshd(pam_unix)[19088]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19094]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19087]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19093]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19091]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19099]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19101]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19103]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19097]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19202]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[19203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[19209]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[19208]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[19222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: klogind[19272]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19272]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19287]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19287]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19286]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19286]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19271]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19271]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19270]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19270]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
